ADAF0400C33242A893BD25E905756CB8	Adafruit Gyroscope Service
ADAF0500C33242A893BD25E905756CB8	Adafruit Magnetometer Service
ADAF0600C33242A893BD25E905756CB8	Adafruit Button Service
ADAF0700C33242A893BD25E905756CB8	Adafruit Humidity Service
ADAF0800C33242A893BD25E905756CB8	Adafruit Barometric Service
ADAF0900C33242A893BD25E905756CB8	Adafruit Addressable Service
ADAF0A00C33242A893BD25E905756CB8	Adafruit Color Service
ADAF0B00C33242A893BD25E905756CB8	Adafruit Sound Service
ADAF0C00C33242A893BD25E905756CB8	Adafruit Tone Service
ADAF0D00C33242A893BD25E905756CB8	Adafruit Quaternion Service
ADAF0E00C33242A893BD25E905756CB8	Adafruit Proximity Service
B2007AAAC20343A58B6FA7F3D001A1E0	QuickStart Service
B8843ADD00004AA18794C3F462030BDA	Philips Hue Light Update Service
E2A00001EC314EC3A97A1C34D87E9878	Edge Impulse Remote Management Service
E95D0753251D470AA062FA1922DFA9A8	micro:bit Accelerometer Service
E95D127B251D470AA062FA1922DFA9A8	micro:bit IO Pin Service
E95D6100251D470AA062FA1922DFA9A8	micro:bit Temperature Service
E95D93AF251D470AA062FA1922DFA9A8	micro:bit Event Service
E95D93B0251D470AA062FA1922DFA9A8	micro:bit DFU Control Service
E95D9882251D470AA062FA1922DFA9A8	micro:bit Button Service
E95DD91D251D470AA062FA1922DFA9A8	micro:bit LED Service
E95DF2D8251D470AA062FA1922DFA9A8	micro:bit Magnetometer Service
EF6801009B3549339B1052FFA9740042	Thingy Configuration Service
EF6802009B3549339B1052FFA9740042	Thingy Weather Station Service
EF6803009B3549339B1052FFA9740042	Thingy UI Service
EF6804009B3549339B1052FFA9740042	Thingy Motion Service
EF6805009B3549339B1052FFA9740042	Thingy Sound Service
F000FFC004514000B000000000000000	Texas Instruments Over-the-Air Download (OAD) Service
